,,,,,,,,,
,Дата,Заказчик,Город,Регион,Категория,Товар,Цена за штуку,Количество,Выручка
,1/22/2022,Sweetables,Дрезден,Восток,Сухофрукты,Курага,"1,19",68,"80,92"
,1/22/2022,Sweetables,Штутгарт,Юг,Специи,Черный перец,"0,59",72,"42,48"
,1/22/2022,mymeal,Дрезден,Восток,Консервы,Шпроты,"1,15",61,"70,15"
,1/22/2022,Go Bio,Кёльн,Запад,Консервы,Шпроты,"1,15",46,"52,9"
,1/22/2022,Sweetables,Штутгарт,Юг,Сухофрукты,Курага,"1,19",69,"82,11"
,1/22/2022,Go Bio,Франкфурт,Запад,Консервы,Шпроты,"1,15",59,"67,85"
,1/22/2022,Sweetables,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",65,"57,85"
,1/22/2022,Gold Food,Бремен,Север,Масла,Оливковое масло,"1,7",42,"71,4"
,1/22/2022,Organica,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",42,"49,98"
,1/22/2022,Go Bio,Штутгарт,Юг,Консервы,Шпроты,"1,15",63,"72,45"
,1/22/2022,Gold Food,Франкфурт,Запад,Сладости,Зефир,"0,65",47,"30,55"
,1/22/2022,Gold Food,Франкфурт,Запад,Консервы,Говядина тушеная,"1,19",40,"47,6"
,1/22/2022,mymeal,Бремен,Север,Специи,Кориандр,"0,65",27,"17,55"
,1/22/2022,Organica,Штутгарт,Юг,Специи,Базилик,"0,7",39,"27,3"
,1/22/2022,mymeal,Бремен,Север,Консервы,Говядина тушеная,"1,19",24,"28,56"
,1/22/2022,mymeal,Бремен,Север,Консервы,Говядина тушеная,"1,19",18,"21,42"
,1/22/2022,mymeal,Бремен,Север,Консервы,Говядина тушеная,"1,19",17,"20,23"
,1/22/2022,Go Bio,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",23,"27,37"
,1/22/2022,NutriFix,Бремен,Север,Консервы,Говядина тушеная,"1,19",10,"11,9"
,1/23/2022,Organica,Гамбург,Север,Напитки,Черный чай,"0,99",274,"271,26"
,1/23/2022,Gold Food,Кёльн,Запад,Сладости,Шоколад,"0,55",243,"133,65"
,1/23/2022,Sweetables,Франкфурт,Запад,Сладости,Шоколад,"0,55",311,"171,05"
,1/23/2022,foodbite,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",258,"245,1"
,1/23/2022,mymeal,Берлин,Восток,Сладости,Зефир,"0,65",168,"109,2"
,1/23/2022,Sweetables,Франкфурт,Запад,Специи,Черный перец,"0,59",199,"117,41"
,1/23/2022,foodbite,Дрезден,Восток,Сладости,Шоколад,"0,55",195,"107,25"
,1/23/2022,foodbite,Бремен,Север,Напитки,Зеленый чай,"0,95",148,"140,6"
,1/23/2022,Sweetables,Штутгарт,Юг,Масла,Сливочное масло,"1,5",219,"328,5"
,1/23/2022,foodbite,Штутгарт,Юг,Сыры,Гауда,"1,59",218,"346,62"
,1/23/2022,NutriFix,Дрезден,Восток,Масла,Сливочное масло,"1,5",189,"283,5"
,1/23/2022,NutriFix,Гамбург,Север,Напитки,Кофе,"5,5",135,"742,5"
,1/23/2022,Gold Food,Штутгарт,Юг,Напитки,Черный чай,"0,99",203,"200,97"
,1/23/2022,Gold Food,Берлин,Восток,Масла,Оливковое масло,"1,7",132,"224,4"
,1/23/2022,Gold Food,Кёльн,Запад,Консервы,Килька в томате,"0,89",120,"106,8"
,1/23/2022,Go Bio,Бремен,Север,Сладости,Шоколад,"0,55",110,"60,5"
,1/23/2022,mymeal,Бремен,Север,Сладости,Мармелад,"0,6",106,"63,6"
,1/23/2022,Sweetables,Кёльн,Запад,Сыры,Филадельфия ,"0,89",102,"90,78"
,1/23/2022,NutriFix,Мюнхен,Юг,Масла,Оливковое масло,"1,7",96,"163,2"
,1/23/2022,Organica,Штутгарт,Юг,Специи,Черный перец,"0,59",138,"81,42"
,1/23/2022,foodbite,Бремен,Север,Сыры,Моцарелла,"0,59",86,"50,74"
,1/23/2022,foodbite,Мюнхен,Юг,Специи,Базилик,"0,7",82,"57,4"
,1/23/2022,Sweetables,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",119,"105,91"
,1/23/2022,Cooking Corner,Бремен,Север,Консервы,Шпроты,"1,15",75,"86,25"
,1/23/2022,Sweetables,Мюнхен,Юг,Консервы,Шпроты,"1,15",74,"85,1"
,1/23/2022,Cooking Corner,Штутгарт,Юг,Сухофрукты,Сушеные яблоки,"1,09",104,"113,36"
,1/23/2022,Sweetables,Дрезден,Восток,Сухофрукты,Изюм,"0,99",86,"85,14"
,1/23/2022,Cooking Corner,Бремен,Север,Напитки,Черный чай,"0,99",63,"62,37"
,1/23/2022,NutriFix,Дрезден,Восток,Сладости,Мармелад,"0,6",77,"46,2"
,1/23/2022,Sweetables,Франкфурт,Запад,Масла,Оливковое масло,"1,7",75,"127,5"
,1/23/2022,Sweetables,Дрезден,Восток,Сухофрукты,Курага,"1,19",68,"80,92"
,1/23/2022,Organica,Гамбург,Север,Напитки,Кофе,"5,5",51,"280,5"
,1/23/2022,mymeal,Штутгарт,Юг,Специи,Базилик,"0,7",71,"49,7"
,1/23/2022,Sweetables,Штутгарт,Юг,Сухофрукты,Курага,"1,19",69,"82,11"
,1/23/2022,mymeal,Штутгарт,Юг,Сладости,Зефир,"0,65",69,"44,85"
,1/23/2022,Go Bio,Дрезден,Восток,Сыры,Филадельфия ,"0,89",60,"53,4"
,1/23/2022,Gold Food,Дрезден,Восток,Сухофрукты,Изюм,"0,99",59,"58,41"
,1/23/2022,foodbite,Штутгарт,Юг,Сухофрукты,Курага,"1,19",62,"73,78"
,1/23/2022,NutriFix,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",40,"47,6"
,1/23/2022,foodbite,Бремен,Север,Специи,Черный перец,"0,59",40,"23,6"
,1/23/2022,NutriFix,Бремен,Север,Масла,Оливковое масло,"1,7",37,"62,9"
,1/23/2022,Gold Food,Франкфурт,Запад,Консервы,Говядина тушеная,"1,19",47,"55,93"
,1/23/2022,Organica,Гамбург,Север,Консервы,Говядина тушеная,"1,19",32,"38,08"
,1/23/2022,Organica,Дрезден,Восток,Специи,Черный перец,"0,59",36,"21,24"
,1/23/2022,foodbite,Бремен,Север,Консервы,Шпроты,"1,15",28,"32,2"
,1/23/2022,Gold Food,Бремен,Север,Сухофрукты,Курага,"1,19",25,"29,75"
,1/23/2022,Go Bio,Дрезден,Восток,Сладости,Зефир,"0,65",33,"21,45"
,1/23/2022,NutriFix,Бремен,Север,Специи,Базилик,"0,7",23,"16,1"
,1/23/2022,Go Bio,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",16,"19,04"
,1/23/2022,NutriFix,Кёльн,Запад,Специи,Кориандр,"0,65",15,"9,75"
,1/23/2022,Go Bio,Франкфурт,Запад,Специи,Кориандр,"0,65",18,"11,7"
,1/23/2022,Go Bio,Франкфурт,Запад,Консервы,Говядина тушеная,"1,19",18,"21,42"
,1/24/2022,Gold Food,Берлин,Восток,Напитки,Черный чай,"0,99",671,"664,29"
,1/24/2022,Sweetables,Берлин,Восток,Масла,Подсолнечное масло,"1,19",537,"639,03"
,1/24/2022,NutriFix,Берлин,Восток,Масла,Сливочное масло,"1,5",488,732
,1/24/2022,mymeal,Франкфурт,Запад,Сладости,Шоколад,"0,55",608,"334,4"
,1/24/2022,Gold Food,Гамбург,Север,Напитки,Черный чай,"0,99",413,"408,87"
,1/24/2022,foodbite,Мюнхен,Юг,Крупы,Рис,"0,96",354,"339,84"
,1/24/2022,Organica,Мюнхен,Юг,Напитки,Черный чай,"0,99",340,"336,6"
,1/24/2022,Organica,Мюнхен,Юг,Масла,Подсолнечное масло,"1,19",311,"370,09"
,1/24/2022,Gold Food,Мюнхен,Юг,Напитки,Зеленый чай,"0,95",288,"273,6"
,1/24/2022,Sweetables,Берлин,Восток,Сыры,Филадельфия ,"0,89",282,"250,98"
,1/24/2022,Organica,Берлин,Восток,Сыры,Моцарелла,"0,59",275,"162,25"
,1/24/2022,foodbite,Гамбург,Север,Крупы,Гречка,"1,4",244,"341,6"
,1/24/2022,Organica,Гамбург,Север,Крупы,Перловка,"1,2",244,"292,8"
,1/24/2022,Sweetables,Штутгарт,Юг,Крупы,Рис,"0,96",353,"338,88"
,1/24/2022,NutriFix,Кёльн,Запад,Сладости,Шоколад,"0,55",216,"118,8"
,1/24/2022,Go Bio,Франкфурт,Запад,Крупы,Рис,"0,96",278,"266,88"
,1/24/2022,Cooking Corner,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",306,"364,14"
,1/24/2022,Cooking Corner,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",273,"259,35"
,1/24/2022,Organica,Берлин,Восток,Напитки,Кофе,"5,5",169,"929,5"
,1/24/2022,foodbite,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",251,"298,69"
,1/24/2022,mymeal,Бремен,Север,Крупы,Перловка,"1,2",159,"190,8"
,1/24/2022,Go Bio,Мюнхен,Юг,Специи,Черный перец,"0,59",152,"89,68"
,1/24/2022,Cooking Corner,Дрезден,Восток,Крупы,Перловка,"1,2",186,"223,2"
,1/24/2022,Sweetables,Франкфурт,Запад,Сыры,Моцарелла,"0,59",169,"99,71"
,1/24/2022,Go Bio,Бремен,Север,Масла,Сливочное масло,"1,5",122,183
,1/24/2022,foodbite,Дрезден,Восток,Сыры,Гауда,"1,59",157,"249,63"
,1/24/2022,Sweetables,Бремен,Север,Сыры,Моцарелла,"0,59",120,"70,8"
,1/24/2022,NutriFix,Кёльн,Запад,Крупы,Гречка,"1,4",115,161
,1/24/2022,NutriFix,Мюнхен,Юг,Сладости,Мармелад,"0,6",115,69
,1/24/2022,Cooking Corner,Штутгарт,Юг,Крупы,Гречка,"1,4",170,238
,1/24/2022,Gold Food,Штутгарт,Юг,Сыры,Моцарелла,"0,59",167,"98,53"
,1/24/2022,Cooking Corner,Бремен,Север,Консервы,Килька в томате,"0,89",109,"97,01"
,1/24/2022,Sweetables,Мюнхен,Юг,Консервы,Шпроты,"1,15",98,"112,7"
,1/24/2022,foodbite,Штутгарт,Юг,Напитки,Черный чай,"0,99",140,"138,6"
,1/24/2022,Go Bio,Бремен,Север,Сыры,Моцарелла,"0,59",85,"50,15"
,1/24/2022,foodbite,Штутгарт,Юг,Сладости,Мармелад,"0,6",126,"75,6"
,1/24/2022,Gold Food,Кёльн,Запад,Масла,Оливковое масло,"1,7",81,"137,7"
,1/24/2022,NutriFix,Мюнхен,Юг,Масла,Оливковое масло,"1,7",80,136
,1/24/2022,foodbite,Штутгарт,Юг,Сладости,Мармелад,"0,6",116,"69,6"
,1/24/2022,NutriFix,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",99,"94,05"
,1/24/2022,Gold Food,Дрезден,Восток,Специи,Черный перец,"0,59",83,"48,97"
,1/24/2022,Cooking Corner,Штутгарт,Юг,Сухофрукты,Сушеные яблоки,"1,09",89,"97,01"
,1/24/2022,foodbite,Кёльн,Запад,Сухофрукты,Курага,"1,19",58,"69,02"
,1/24/2022,Gold Food,Франкфурт,Запад,Консервы,Килька в томате,"0,89",74,"65,86"
,1/24/2022,NutriFix,Дрезден,Восток,Консервы,Килька в томате,"0,89",72,"64,08"
,1/24/2022,Sweetables,Франкфурт,Запад,Напитки,Кофе,"5,5",70,385
,1/24/2022,NutriFix,Франкфурт,Запад,Сухофрукты,Курага,"1,19",66,"78,54"
,1/24/2022,Sweetables,Штутгарт,Юг,Сухофрукты,Курага,"1,19",69,"82,11"
,1/24/2022,Gold Food,Бремен,Север,Сухофрукты,Сушеные яблоки,"1,09",39,"42,51"
,1/24/2022,Go Bio,Бремен,Север,Сухофрукты,Курага,"1,19",39,"46,41"
,1/24/2022,Go Bio,Бремен,Север,Напитки,Кофе,"5,5",38,209
,1/24/2022,Organica,Штутгарт,Юг,Напитки,Кофе,"5,5",50,275
,1/24/2022,Gold Food,Дрезден,Восток,Сухофрукты,Курага,"1,19",42,"49,98"
,1/24/2022,NutriFix,Штутгарт,Юг,Сухофрукты,Сушеные яблоки,"1,09",47,"51,23"
,1/24/2022,Go Bio,Кёльн,Запад,Специи,Базилик,"0,7",28,"19,6"
,1/24/2022,NutriFix,Дрезден,Восток,Сладости,Зефир,"0,65",33,"21,45"
,1/24/2022,Organica,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",29,"34,51"
,1/24/2022,NutriFix,Штутгарт,Юг,Напитки,Кофе,"5,5",30,165
,1/25/2022,Cooking Corner,Гамбург,Север,Сыры,Филадельфия ,"0,89",359,"319,51"
,1/25/2022,Cooking Corner,Гамбург,Север,Напитки,Кофе,"5,5",339,"1864,5"
,1/25/2022,Cooking Corner,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",491,"584,29"
,1/25/2022,NutriFix,Мюнхен,Юг,Сыры,Моцарелла,"0,59",313,"184,67"
,1/25/2022,Organica,Гамбург,Север,Крупы,Перловка,"1,2",311,"373,2"
,1/25/2022,NutriFix,Берлин,Восток,Напитки,Кофе,"5,5",271,"1490,5"
,1/25/2022,Organica,Гамбург,Север,Крупы,Перловка,"1,2",261,"313,2"
,1/25/2022,Sweetables,Гамбург,Север,Сыры,Моцарелла,"0,59",255,"150,45"
,1/25/2022,foodbite,Кёльн,Запад,Масла,Сливочное масло,"1,5",250,375
,1/25/2022,Sweetables,Берлин,Восток,Консервы,Шпроты,"1,15",250,"287,5"
,1/25/2022,Cooking Corner,Дрезден,Восток,Сыры,Гауда,"1,59",321,"510,39"
,1/25/2022,Gold Food,Франкфурт,Запад,Сладости,Шоколад,"0,55",304,"167,2"
,1/25/2022,Gold Food,Берлин,Восток,Консервы,Килька в томате,"0,89",209,"186,01"
,1/25/2022,Gold Food,Гамбург,Север,Консервы,Килька в томате,"0,89",200,178
,1/25/2022,Sweetables,Штутгарт,Юг,Крупы,Рис,"0,96",290,"278,4"
,1/25/2022,Cooking Corner,Мюнхен,Юг,Консервы,Говядина тушеная,"1,19",160,"190,4"
,1/25/2022,Gold Food,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",207,"246,33"
,1/25/2022,Organica,Гамбург,Север,Сыры,Филадельфия ,"0,89",157,"139,73"
,1/25/2022,NutriFix,Штутгарт,Юг,Специи,Черный перец,"0,59",221,"130,39"
,1/25/2022,Organica,Штутгарт,Юг,Крупы,Рис,"0,96",221,"212,16"
,1/25/2022,foodbite,Дрезден,Восток,Масла,Сливочное масло,"1,5",179,"268,5"
,1/25/2022,Sweetables,Дрезден,Восток,Напитки,Зеленый чай,"0,95",174,"165,3"
,1/25/2022,Organica,Дрезден,Восток,Сыры,Гауда,"1,59",169,"268,71"
,1/25/2022,Cooking Corner,Кёльн,Запад,Сухофрукты,Изюм,"0,99",130,"128,7"
,1/25/2022,Gold Food,Гамбург,Север,Сухофрукты,Сушеные яблоки,"1,09",127,"138,43"
,1/25/2022,Go Bio,Дрезден,Восток,Масла,Сливочное масло,"1,5",159,"238,5"
,1/25/2022,Gold Food,Дрезден,Восток,Сладости,Шоколад,"0,55",153,"84,15"
,1/25/2022,NutriFix,Мюнхен,Юг,Масла,Оливковое масло,"1,7",115,"195,5"
,1/25/2022,Gold Food,Штутгарт,Юг,Специи,Черный перец,"0,59",164,"96,76"
,1/25/2022,Go Bio,Гамбург,Север,Сладости,Мармелад,"0,6",107,"64,2"
,1/25/2022,Sweetables,Дрезден,Восток,Масла,Сливочное масло,"1,5",134,201
,1/25/2022,Go Bio,Мюнхен,Юг,Консервы,Килька в томате,"0,89",102,"90,78"
,1/25/2022,Sweetables,Кёльн,Запад,Сухофрукты,Курага,"1,19",95,"113,05"
,1/25/2022,NutriFix,Бремен,Север,Сыры,Моцарелла,"0,59",94,"55,46"
,1/25/2022,Organica,Штутгарт,Юг,Крупы,Рис,"0,96",138,"132,48"
,1/25/2022,NutriFix,Мюнхен,Юг,Напитки,Кофе,"5,5",87,"478,5"
,1/25/2022,Organica,Берлин,Восток,Консервы,Шпроты,"1,15",81,"93,15"
,1/25/2022,Organica,Гамбург,Север,Сухофрукты,Сушеные яблоки,"1,09",79,"86,11"
,1/25/2022,foodbite,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",119,"105,91"
,1/25/2022,Cooking Corner,Гамбург,Север,Консервы,Говядина тушеная,"1,19",78,"92,82"
,1/25/2022,Sweetables,Мюнхен,Юг,Сладости,Зефир,"0,65",78,"50,7"
,1/25/2022,Gold Food,Кёльн,Запад,Масла,Оливковое масло,"1,7",77,"130,9"
,1/25/2022,mymeal,Франкфурт,Запад,Специи,Базилик,"0,7",96,"67,2"
,1/25/2022,NutriFix,Берлин,Восток,Консервы,Говядина тушеная,"1,19",72,"85,68"
,1/25/2022,Cooking Corner,Гамбург,Север,Специи,Кориандр,"0,65",71,"46,15"
,1/25/2022,Cooking Corner,Кёльн,Запад,Сладости,Зефир,"0,65",68,"44,2"
,1/25/2022,NutriFix,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",101,"99,99"
,1/25/2022,Go Bio,Берлин,Восток,Консервы,Говядина тушеная,"1,19",65,"77,35"
,1/25/2022,foodbite,Кёльн,Запад,Масла,Оливковое масло,"1,7",63,"107,1"
,1/25/2022,Sweetables,Штутгарт,Юг,Сладости,Мармелад,"0,6",90,54
,1/25/2022,Sweetables,Кёльн,Запад,Сладости,Зефир,"0,65",59,"38,35"
,1/25/2022,Gold Food,Дрезден,Восток,Консервы,Килька в томате,"0,89",75,"66,75"
,1/25/2022,Organica,Гамбург,Север,Консервы,Шпроты,"1,15",56,"64,4"
,1/25/2022,Sweetables,Дрезден,Восток,Специи,Черный перец,"0,59",70,"41,3"
,1/25/2022,Go Bio,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",66,"71,94"
,1/25/2022,Sweetables,Гамбург,Север,Консервы,Говядина тушеная,"1,19",49,"58,31"
,1/25/2022,Gold Food,Дрезден,Восток,Сладости,Мармелад,"0,6",62,"37,2"
,1/25/2022,mymeal,Бремен,Север,Масла,Оливковое масло,"1,7",47,"79,9"
,1/25/2022,Organica,Бремен,Север,Напитки,Зеленый чай,"0,95",47,"44,65"
,1/25/2022,Go Bio,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",71,"70,29"
,1/25/2022,Go Bio,Мюнхен,Юг,Специи,Базилик,"0,7",47,"32,9"
,1/25/2022,NutriFix,Берлин,Восток,Специи,Кориандр,"0,65",46,"29,9"
,1/25/2022,Go Bio,Кёльн,Запад,Сладости,Зефир,"0,65",43,"27,95"
,1/25/2022,Gold Food,Гамбург,Север,Консервы,Говядина тушеная,"1,19",42,"49,98"
,1/25/2022,Sweetables,Франкфурт,Запад,Специи,Базилик,"0,7",55,"38,5"
,1/25/2022,Go Bio,Штутгарт,Юг,Сухофрукты,Курага,"1,19",63,"74,97"
,1/25/2022,Gold Food,Дрезден,Восток,Сыры,Филадельфия ,"0,89",55,"48,95"
,1/25/2022,mymeal,Бремен,Север,Специи,Базилик,"0,7",40,28
,1/25/2022,Go Bio,Бремен,Север,Консервы,Шпроты,"1,15",39,"44,85"
,1/25/2022,Sweetables,Мюнхен,Юг,Специи,Кориандр,"0,65",39,"25,35"
,1/25/2022,Cooking Corner,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",49,"58,31"
,1/25/2022,foodbite,Дрезден,Восток,Сладости,Зефир,"0,65",46,"29,9"
,1/25/2022,Go Bio,Бремен,Север,Сухофрукты,Изюм,"0,99",29,"28,71"
,1/25/2022,Go Bio,Бремен,Север,Сладости,Мармелад,"0,6",29,"17,4"
,1/25/2022,Organica,Дрезден,Восток,Масла,Оливковое масло,"1,7",38,"64,6"
,1/25/2022,NutriFix,Кёльн,Запад,Специи,Кориандр,"0,65",26,"16,9"
,1/25/2022,Go Bio,Бремен,Север,Сухофрукты,Курага,"1,19",25,"29,75"
,1/25/2022,Go Bio,Штутгарт,Юг,Сладости,Зефир,"0,65",35,"22,75"
,1/25/2022,Sweetables,Дрезден,Восток,Напитки,Кофе,"5,5",27,"148,5"
,1/25/2022,foodbite,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",23,"27,37"
,1/25/2022,Organica,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",18,"21,42"
,1/26/2022,Sweetables,Гамбург,Север,Сыры,Моцарелла,"0,59",254,"149,86"
,1/26/2022,Cooking Corner,Мюнхен,Юг,Сладости,Мармелад,"0,6",250,150
,1/26/2022,Cooking Corner,Гамбург,Север,Консервы,Килька в томате,"0,89",247,"219,83"
,1/26/2022,mymeal,Бремен,Север,Напитки,Черный чай,"0,99",244,"241,56"
,1/26/2022,NutriFix,Мюнхен,Юг,Сыры,Моцарелла,"0,59",235,"138,65"
,1/26/2022,Cooking Corner,Кёльн,Запад,Напитки,Кофе,"5,5",222,1221
,1/26/2022,Sweetables,Кёльн,Запад,Масла,Сливочное масло,"1,5",201,"301,5"
,1/26/2022,Gold Food,Берлин,Восток,Сухофрукты,Курага,"1,19",201,"239,19"
,1/26/2022,foodbite,Гамбург,Север,Крупы,Гречка,"1,4",189,"264,6"
,1/26/2022,foodbite,Гамбург,Север,Сладости,Мармелад,"0,6",175,105
,1/26/2022,NutriFix,Берлин,Восток,Сухофрукты,Изюм,"0,99",174,"172,26"
,1/26/2022,Go Bio,Кёльн,Запад,Крупы,Перловка,"1,2",173,"207,6"
,1/26/2022,NutriFix,Франкфурт,Запад,Сыры,Гауда,"1,59",221,"351,39"
,1/26/2022,Organica,Мюнхен,Юг,Крупы,Гречка,"1,4",165,231
,1/26/2022,Organica,Бремен,Север,Сладости,Шоколад,"0,55",164,"90,2"
,1/26/2022,Organica,Берлин,Восток,Масла,Оливковое масло,"1,7",160,272
,1/26/2022,foodbite,Дрезден,Восток,Напитки,Черный чай,"0,99",192,"190,08"
,1/26/2022,Cooking Corner,Штутгарт,Юг,Сыры,Моцарелла,"0,59",218,"128,62"
,1/26/2022,Go Bio,Штутгарт,Юг,Крупы,Рис,"0,96",210,"201,6"
,1/26/2022,foodbite,Гамбург,Север,Консервы,Килька в томате,"0,89",140,"124,6"
,1/26/2022,Sweetables,Гамбург,Север,Сухофрукты,Сушеные яблоки,"1,09",132,"143,88"
,1/26/2022,Gold Food,Дрезден,Восток,Масла,Сливочное масло,"1,5",168,252
,1/26/2022,foodbite,Гамбург,Север,Напитки,Зеленый чай,"0,95",126,"119,7"
,1/26/2022,Cooking Corner,Кёльн,Запад,Сухофрукты,Изюм,"0,99",125,"123,75"
,1/26/2022,Organica,Берлин,Восток,Консервы,Говядина тушеная,"1,19",125,"148,75"
,1/26/2022,NutriFix,Гамбург,Север,Сладости,Мармелад,"0,6",124,"74,4"
,1/26/2022,Cooking Corner,Дрезден,Восток,Сладости,Мармелад,"0,6",156,"93,6"
,1/26/2022,Go Bio,Дрезден,Восток,Масла,Сливочное масло,"1,5",151,"226,5"
,1/26/2022,foodbite,Дрезден,Восток,Напитки,Зеленый чай,"0,95",125,"118,75"
,1/26/2022,Organica,Бремен,Север,Сладости,Шоколад,"0,55",94,"51,7"
,1/26/2022,Cooking Corner,Штутгарт,Юг,Масла,Оливковое масло,"1,7",140,238
,1/26/2022,foodbite,Гамбург,Север,Специи,Базилик,"0,7",89,"62,3"
,1/26/2022,mymeal,Франкфурт,Запад,Консервы,Килька в томате,"0,89",113,"100,57"
,1/26/2022,Go Bio,Гамбург,Север,Консервы,Шпроты,"1,15",87,"100,05"
,1/26/2022,mymeal,Франкфурт,Запад,Сладости,Мармелад,"0,6",111,"66,6"
,1/26/2022,Sweetables,Мюнхен,Юг,Сладости,Зефир,"0,65",84,"54,6"
,1/26/2022,Gold Food,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",81,"88,29"
,1/26/2022,NutriFix,Берлин,Восток,Специи,Кориандр,"0,65",78,"50,7"
,1/26/2022,NutriFix,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",78,"85,02"
,1/26/2022,Cooking Corner,Штутгарт,Юг,Консервы,Шпроты,"1,15",114,"131,1"
,1/26/2022,foodbite,Штутгарт,Юг,Специи,Черный перец,"0,59",104,"61,36"
,1/26/2022,Gold Food,Гамбург,Север,Специи,Базилик,"0,7",60,42
,1/26/2022,Gold Food,Дрезден,Восток,Сыры,Филадельфия ,"0,89",70,"62,3"
,1/26/2022,Sweetables,Франкфурт,Запад,Напитки,Зеленый чай,"0,95",69,"65,55"
,1/26/2022,Organica,Дрезден,Восток,Сыры,Филадельфия ,"0,89",68,"60,52"
,1/26/2022,NutriFix,Дрезден,Восток,Специи,Черный перец,"0,59",62,"36,58"
,1/26/2022,Gold Food,Дрезден,Восток,Консервы,Килька в томате,"0,89",62,"55,18"
,1/26/2022,Sweetables,Дрезден,Восток,Напитки,Черный чай,"0,99",57,"56,43"
,1/26/2022,Sweetables,Дрезден,Восток,Напитки,Зеленый чай,"0,95",55,"52,25"
,1/26/2022,Go Bio,Штутгарт,Юг,Сухофрукты,Изюм,"0,99",57,"56,43"
,1/26/2022,Gold Food,Дрезден,Восток,Сладости,Мармелад,"0,6",48,"28,8"
,1/26/2022,Organica,Франкфурт,Запад,Специи,Базилик,"0,7",46,"32,2"
,1/26/2022,Go Bio,Бремен,Север,Сладости,Мармелад,"0,6",33,"19,8"
,1/26/2022,Organica,Дрезден,Восток,Напитки,Черный чай,"0,99",36,"35,64"
,1/26/2022,NutriFix,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",24,"28,56"
,1/26/2022,NutriFix,Дрезден,Восток,Сладости,Зефир,"0,65",26,"16,9"
,1/26/2022,foodbite,Кёльн,Запад,Специи,Кориандр,"0,65",19,"12,35"
,1/26/2022,Go Bio,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",12,"14,28"
,1/27/2022,Gold Food,Берлин,Восток,Крупы,Перловка,"1,2",491,"589,2"
,1/27/2022,Cooking Corner,Берлин,Восток,Масла,Оливковое масло,"1,7",457,"776,9"
,1/27/2022,Go Bio,Мюнхен,Юг,Масла,Сливочное масло,"1,5",338,507
,1/27/2022,Organica,Мюнхен,Юг,Масла,Сливочное масло,"1,5",285,"427,5"
,1/27/2022,Go Bio,Берлин,Восток,Сухофрукты,Изюм,"0,99",268,"265,32"
,1/27/2022,foodbite,Кёльн,Запад,Сыры,Моцарелла,"0,59",263,"155,17"
,1/27/2022,foodbite,Берлин,Восток,Сухофрукты,Курага,"1,19",263,"312,97"
,1/27/2022,Cooking Corner,Берлин,Восток,Сладости,Зефир,"0,65",243,"157,95"
,1/27/2022,Organica,Мюнхен,Юг,Напитки,Зеленый чай,"0,95",238,"226,1"
,1/27/2022,Organica,Берлин,Восток,Сухофрукты,Изюм,"0,99",231,"228,69"
,1/27/2022,Go Bio,Гамбург,Север,Крупы,Перловка,"1,2",227,"272,4"
,1/27/2022,mymeal,Франкфурт,Запад,Специи,Черный перец,"0,59",285,"168,15"
,1/27/2022,Go Bio,Гамбург,Север,Специи,Черный перец,"0,59",218,"128,62"
,1/27/2022,foodbite,Гамбург,Север,Консервы,Килька в томате,"0,89",204,"181,56"
,1/27/2022,Organica,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",203,"221,27"
,1/27/2022,Cooking Corner,Кёльн,Запад,Сухофрукты,Изюм,"0,99",200,198
,1/27/2022,foodbite,Дрезден,Восток,Сладости,Шоколад,"0,55",239,"131,45"
,1/27/2022,Go Bio,Гамбург,Север,Сыры,Филадельфия ,"0,89",163,"145,07"
,1/27/2022,Organica,Гамбург,Север,Консервы,Килька в томате,"0,89",160,"142,4"
,1/27/2022,NutriFix,Мюнхен,Юг,Консервы,Килька в томате,"0,89",159,"141,51"
,1/27/2022,Cooking Corner,Берлин,Восток,Консервы,Говядина тушеная,"1,19",159,"189,21"
,1/27/2022,foodbite,Мюнхен,Юг,Крупы,Гречка,"1,4",158,"221,2"
